stkcod,stkdes,docdat,loccod,trnqty               ,tqucod, unitpr                 ,trnbal,newbal,
U-BSPG0819-2624,FASHION-SPG819-เขียวส้ม[GREEN/ORANGE],31/3/2015,01 ,144,คู่, 70.00 ,10080,,
U-BWMX1003-1200,FASHION-WM1003-ดำ[BLACK],31/3/2015,01 ,216,คู่, 240.00 ,51840,,
U-BWMX1003-1600,FASHION-WM1003-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,216,คู่, 240.00 ,51840,,
U-BWMX1003-1700,FASHION-WM1003-น้ำตาล[BROWN],31/3/2015,01 ,180,คู่, 240.00 ,43200,,
U-BWMX1050-1200,FASHION-WM1050-ดำ[BLACK],31/3/2015,01 ,24,คู่, 235.00 ,5640,,
U-BWMX1052-1200,FASHION-WM1052-ดำ[BLACK],31/3/2015,01 ,60,คู่, 235.00 ,14100,,
U-BWMX1052-1700,FASHION-WM1052-น้ำตาล[BROWN],31/3/2015,01 ,24,คู่, 235.00 ,5640,,
U-BWMX1057-1200,FASHION-WM1057-ดำ[BLACK],31/3/2015,01 ,120,คู่, 330.10 ,39612.06,,
U-BWMX1057-1700,FASHION-WM1057-น้ำตาล[BROWN],31/3/2015,01 ,108,คู่, 235.00 ,25380,,
U-BWMX1057-2100,FASHION-WM1057-เหลือง[YELLOW],31/3/2015,01 ,36,คู่, 235.00 ,8460,,
U-BWMX1061-1200,FASHION-WM1061-ดำ[BLACK],31/3/2015,01 ,132,คู่, 235.00 ,31020,,
U-BWMX1061-1600,FASHION-WM1061-น้ำตาลอ่อน[COFFEE],31/3/2015,01 ,96,คู่,,0,,
U-BWMX1061-1700,FASHION-WM1061-น้ำตาล[BROWN],31/3/2015,01 ,96,คู่, 117.50 ,11280,,
U-BWMX1062-1200,FASHION-WM1062-ดำ[BLACK],31/3/2015,01 ,48,คู่, 84.86 ,4073.3,,
U-BWMX1063-1200,FASHION-WM1063-ดำ[BLACK],31/3/2015,01 ,240,คู่, 235.00 ,56400,,
U-BWMX1063-1700,FASHION-WM1063-น้ำตาล[BROWN],31/3/2015,01 ,300,คู่, 235.00 ,70500,,
U-BWMX1063-2100,FASHION-WM1063-เหลือง[YELLOW],31/3/2015,01 ,276,คู่, 235.00 ,64860,,
